id	multiplicon	basecluster	gene_x	gene_y	coord_x	coord_y	is_real_anchorpoint
1351	16	32	AT3G27030	AT5G40960	2402	2957	-1
1352	16	32	AT3G27060	AT5G40942	2405	2955	-1
1353	16	32	AT3G27070	AT5G40930	2406	2953	-1
1354	16	32	AT3G27170	AT5G40890	2415	2950	-1
1355	16	32	AT3G27190	AT5G40870	2417	2948	-1
1356	16	32	AT3G27230	AT5G40830	2421	2943	-1
1357	16	32	AT3G27240	AT5G40810	2422	2941	-1
1358	16	32	AT3G27250	AT5G40790	2423	2940	-1
1359	16	32	AT3G27280	AT5G40770	2426	2938	-1
1360	16	32	AT3G27300	AT5G40760	2428	2937	-1
1361	16	32	AT3G27330	AT5G40720	2432	2933	-1
1362	16	32	AT3G27350	AT5G40700	2434	2931	-1
1363	16	32	AT3G27380	AT5G40650	2437	2926	-1
1364	16	32	AT3G27390	AT5G40640	2438	2924	-1
1365	16	32	AT3G27420	AT5G40600	2441	2920	-1
1366	16	32	AT3G27430	AT5G40580	2442	2917	-1
1367	16	32	AT3G27460	AT5G40550	2444	2914	-1
1368	16	32	AT3G27473	AT5G40590	2446	2918	-1
1369	16	32	AT3G27560	AT5G40540	2452	2913	-1
1370	16	32	AT3G27570	AT5G40510	2453	2910	-1
1371	16	32	AT3G27630	AT5G40460	2459	2905	-1
1372	16	32	AT3G27660	AT5G40420	2462	2902	-1
1373	16	32	AT3G27785	AT5G40330	2472	2895	-1
1374	16	32	AT3G27860	AT5G40340	2477	2896	-1
1375	16	32	AT3G27970	AT5G40310	2489	2893	-1
1376	16	32	AT3G28007	AT5G40260	2492	2889	-1
1377	16	32	AT3G28050	AT5G40210	2497	2887	-1
1378	16	32	AT3G28110	AT5G40110	2498	2878	-1
1379	16	32	AT3G28140	AT5G40190	2500	2885	-1
1380	16	32	AT3G28200	AT5G40150	2506	2880	-1
1381	16	32	AT3G28510	AT5G40000	2528	2870	-1
1382	16	32	AT3G28910	AT5G39700	2555	2842	-1
1383	16	32	AT3G28917	AT5G39760	2556	2847	-1
1384	16	32	AT3G28930	AT5G39720	2558	2844	-1
1385	16	32	AT3G29000	AT5G39670	2564	2839	-1
1386	16	32	AT3G29035	AT5G39610	2569	2834	-1
1387	16	32	AT3G29100	AT5G39510	2576	2825	-1
1388	16	32	AT3G29160	AT5G39440	2581	2822	-1
1389	16	32	AT3G29180	AT5G39430	2583	2821	-1
1390	16	32	AT3G29230	AT5G39350	2588	2812	-1
1391	16	32	AT3G29350	AT5G39340	2600	2811	-1
1392	16	32	AT3G29360	AT5G39320	2601	2809	-1
1393	16	32	AT3G29370	AT5G39240	2602	2806	-1
1394	16	32	AT3G29590	AT5G39050	2617	2800	-1
1395	17	33	AT3G49730	AT5G67570	3341	5430	-1
1396	17	33	AT3G49830	AT5G67630	3349	5436	-1
1397	17	33	AT3G49840	AT5G67610	3350	5434	-1
1398	17	33	AT3G49850	AT5G67580	3351	5431	-1
1399	17	33	AT3G49860	AT5G67560	3352	5429	-1
1400	17	33	AT3G49880	AT5G67540	3353	5427	-1
1401	17	33	AT3G49910	AT5G67510	3356	5424	-1
1402	17	33	AT3G49920	AT5G67500	3357	5423	-1
1403	17	33	AT3G49930	AT5G67450	3358	5418	-1
1404	17	33	AT3G49940	AT5G67420	3359	5416	-1
1405	17	33	AT3G49950	AT5G67411	3360	5415	-1
1406	17	33	AT3G49960	AT5G67400	3361	5413	-1
1407	17	33	AT3G49970	AT5G67385	3362	5411	-1
1408	17	33	AT3G50000	AT5G67380	3365	5410	-1
1409	17	33	AT3G50060	AT5G67300	3371	5402	-1
1410	17	33	AT3G50070	AT5G67260	3372	5399	-1
1411	17	33	AT3G50080	AT5G67250	3373	5398	-1
1412	17	33	AT3G50090	AT5G67240	3374	5396	-1
1413	17	33	AT3G50220	AT5G67210	3379	5393	-1
1414	17	33	AT3G50230	AT5G67200	3380	5392	-1
1415	17	33	AT3G50260	AT5G67190	3383	5391	-1
1416	17	33	AT3G50270	AT5G67150	3384	5388	-1
1417	17	33	AT3G50310	AT5G67080	3385	5381	-1
1418	17	33	AT3G50330	AT5G67060	3387	5379	-1
1419	17	33	AT3G50340	AT5G67020	3388	5375	-1
1420	17	33	AT3G50410	AT5G66940	3397	5367	-1
1421	17	33	AT3G50510	AT5G66870	3403	5362	-1
1422	17	33	AT3G50640	AT5G66800	3414	5354	-1
1423	17	33	AT3G50650	AT5G66770	3415	5351	-1
1424	17	33	AT3G50700	AT5G66730	3419	5347	-1
1425	17	33	AT3G50720	AT5G66710	3421	5345	-1
1426	17	33	AT3G50740	AT5G66690	3422	5343	-1
1427	17	33	AT3G50800	AT5G66580	3428	5335	-1
1428	17	33	AT3G50820	AT5G66570	3430	5334	-1
1429	17	33	AT3G50840	AT5G66560	3432	5333	-1
1430	17	33	AT3G50900	AT5G66490	3438	5327	-1
1431	17	33	AT3G50910	AT5G66480	3439	5326	-1
1432	17	33	AT3G50920	AT5G66450	3440	5323	-1
1433	17	33	AT3G50960	AT5G66410	3444	5319	-1
1434	17	33	AT3G50990	AT5G66390	3447	5317	-1
1435	17	33	AT3G51020	AT5G66370	3450	5315	-1
1436	17	33	AT3G51060	AT5G66350	3454	5313	-1
1437	17	33	AT3G51080	AT5G66320	3456	5310	-1
1438	17	33	AT3G51150	AT5G66310	3463	5309	-1
1439	17	33	AT3G51160	AT5G66280	3464	5306	-1
1440	17	33	AT3G51180	AT5G66270	3466	5305	-1
1441	17	33	AT3G51200	AT5G66260	3468	5304	-1
1442	17	33	AT3G51230	AT5G66230	3471	5301	-1
1443	17	33	AT3G51260	AT5G66140	3474	5293	-1
1444	17	33	AT3G51370	AT5G66080	3483	5287	-1
1445	17	33	AT3G51460	AT5G66020	3488	5279	-1
1446	18	34	AT4G18596	AT5G45880	1554	3417	-1
1447	18	34	AT4G18620	AT5G45860	1557	3415	-1
1448	18	34	AT4G18650	AT5G45830	1560	3413	-1
1449	18	34	AT4G18700	AT5G45810	1562	3412	-1
1450	18	34	AT4G18730	AT5G45775	1565	3408	-1
1451	18	34	AT4G18760	AT5G45770	1568	3407	-1
1452	18	34	AT4G18800	AT5G45750	1572	3405	-1
1453	18	34	AT4G18820	AT5G45720	1574	3402	-1
1454	18	34	AT4G18920	AT5G45690	1583	3399	-1
1455	18	34	AT4G18970	AT5G45670	1587	3397	-1
1456	18	34	AT4G18980	AT5G45630	1589	3394	-1
1457	18	34	AT4G19006	AT5G45620	1593	3393	-1
1458	18	34	AT4G19040	AT5G45560	1597	3385	-1
1459	18	34	AT4G19050	AT5G45550	1598	3384	-1
1460	18	34	AT4G19060	AT5G45440	1599	3379	-1
1461	18	34	AT4G19080	AT5G45460	1601	3381	-1
1462	18	34	AT4G19110	AT5G45430	1604	3378	-1
1463	18	34	AT4G19130	AT5G45400	1606	3375	-1
1464	18	34	AT4G19185	AT5G45370	1612	3372	-1
1465	18	34	AT4G19200	AT5G45350	1614	3370	-1
1466	18	34	AT4G19230	AT5G45340	1617	3369	-1
1467	18	34	AT4G19360	AT5G45330	1626	3368	-1
1468	18	34	AT4G19410	AT5G45280	1631	3363	-1
1469	18	34	AT4G19450	AT5G45275	1634	3362	-1
1470	18	34	AT4G19560	AT5G45190	1641	3360	-1
1471	18	34	AT4G19640	AT5G45130	1646	3354	-1
1472	18	34	AT4G19650	AT5G45113	1648	3352	-1
1473	18	34	AT4G19660	AT5G45110	1649	3351	-1
1474	18	34	AT4G19680	AT5G45105	1651	3350	-1
1475	18	34	AT4G19700	AT5G45100	1652	3349	-1
1476	18	34	AT4G19840	AT5G45090	1656	3347	-1
1477	18	34	AT4G19880	AT5G44990	1659	3343	-1
1478	18	34	AT4G19910	AT5G44870	1662	3337	-1
1479	18	34	AT4G19950	AT5G44860	1664	3336	-1
1480	18	34	AT4G19970	AT5G44820	1666	3333	-1
1481	18	34	AT4G20010	AT5G44785	1671	3330	-1
1482	18	34	AT4G20020	AT5G44780	1672	3329	-1
1483	18	34	AT4G20080	AT5G44760	1677	3327	-1
1484	18	34	AT4G20140	AT5G44700	1683	3321	-1
1485	18	34	AT4G20170	AT5G44670	1686	3318	-1
1486	18	34	AT4G20190	AT5G44660	1687	3317	-1
1487	18	34	AT4G20200	AT5G44630	1688	3313	-1
1488	18	34	AT4G20235	AT5G44620	1690	3312	-1
1489	18	34	AT4G20390	AT5G44550	1704	3304	-1
1490	18	34	AT4G20420	AT5G44540	1707	3303	-1
1491	18	34	AT4G20430	AT5G44530	1708	3302	-1
1492	18	34	AT4G20440	AT5G44500	1709	3299	-1
1493	18	34	AT4G20460	AT5G44480	1711	3297	-1
1494	18	34	AT4G20800	AT5G44360	1723	3290	-1
1495	18	34	AT4G20980	AT5G44320	1735	3286	-1
1496	18	34	AT4G21020	AT5G44310	1738	3283	-1
1497	19	35	AT1G67490	AT1G24320	4728	2094	-1
1498	19	35	AT1G67530	AT1G24330	4732	2095	-1
1499	19	35	AT1G67600	AT1G24350	4739	2097	-1
1500	19	35	AT1G67640	AT1G24400	4744	2102	-1
1501	19	35	AT1G67730	AT1G24470	4752	2107	-1
1502	19	35	AT1G67760	AT1G24510	4755	2110	-1
1503	19	35	AT1G67850	AT1G24570	4766	2115	-1
1504	19	35	AT1G67920	AT1G24600	4775	2119	-1
1505	19	35	AT1G67980	AT1G24735	4781	2125	-1
1506	19	35	AT1G68060	AT1G24764	4788	2126	-1
1507	19	35	AT1G68110	AT1G25240	4793	2133	-1
1508	19	35	AT1G68130	AT1G25250	4795	2134	-1
1509	19	35	AT1G68170	AT1G25270	4799	2136	-1
1510	19	35	AT1G68320	AT1G25340	4814	2144	-1
1511	19	35	AT1G68340	AT1G25370	4816	2147	-1
1512	19	35	AT1G68400	AT1G25320	4821	2142	-1
1513	19	35	AT1G68440	AT1G25400	4825	2151	-1
1514	19	35	AT1G68460	AT1G25410	4827	2152	-1
1515	19	35	AT1G68520	AT1G25440	4833	2155	-1
1516	19	35	AT1G68530	AT1G25450	4834	2156	-1
1517	19	35	AT1G68540	AT1G25460	4835	2157	-1
1518	19	35	AT1G68550	AT1G25470	4836	2158	-1
1519	19	35	AT1G68600	AT1G25480	4842	2159	-1
1520	19	35	AT1G68650	AT1G25520	4846	2163	-1
1521	19	35	AT1G68670	AT1G25550	4848	2166	-1
1522	19	35	AT1G68870	AT1G26210	4869	2183	-1
1523	19	35	AT1G68920	AT1G26260	4875	2187	-1
1524	19	35	AT1G69030	AT1G26300	4885	2189	-1
1525	19	35	AT1G69120	AT1G26310	4893	2191	-1
1526	19	35	AT1G69240	AT1G26360	4903	2196	-1
1527	19	35	AT1G69295	AT1G26450	4909	2200	-1
1528	19	35	AT1G69320	AT1G26600	4911	2214	-1
1529	19	35	AT1G69360	AT1G26620	4916	2215	-1
1530	19	35	AT1G69410	AT1G26630	4921	2216	-1
1531	19	35	AT1G69430	AT1G26650	4923	2218	-1
1532	19	35	AT1G69460	AT1G26690	4926	2223	-1
1533	19	35	AT1G69480	AT1G26730	4928	2226	-1
1534	19	35	AT1G69485	AT1G26740	4929	2227	-1
1535	19	35	AT1G69530	AT1G26770	4934	2230	-1
1536	19	35	AT1G69560	AT1G26780	4938	2231	-1
1537	19	35	AT1G69570	AT1G26790	4939	2232	-1
1538	19	35	AT1G69620	AT1G26880	4943	2242	-1
1539	19	35	AT1G69670	AT1G26830	4947	2237	-1
1540	19	35	AT1G69760	AT1G26920	4956	2246	-1
1541	19	35	AT1G69780	AT1G26960	4958	2251	-1
1542	19	35	AT1G69790	AT1G26970	4959	2252	-1
1543	19	35	AT1G69850	AT1G27040	4966	2255	-1
1544	19	35	AT1G69890	AT1G27100	4968	2260	-1
1545	19	35	AT1G69920	AT1G27130	4969	2263	-1
1546	19	35	AT1G69990	AT1G27190	4975	2266	-1
1547	19	35	AT1G70030	AT1G27220	4978	2269	-1
1548	20	36	AT1G70030	AT1G24190	4978	2084	-1
1549	20	36	AT1G70090	AT1G24170	4981	2082	-1
1550	20	36	AT1G70100	AT1G24160	4982	2081	-1
1551	20	36	AT1G70140	AT1G24150	4984	2080	-1
1552	20	36	AT1G70170	AT1G24140	4987	2078	-1
1553	20	36	AT1G70280	AT1G23880	4997	2058	-1
1554	20	36	AT1G70290	AT1G23870	4998	2057	-1
1555	20	36	AT1G70310	AT1G23820	5000	2054	-1
1556	20	36	AT1G70340	AT1G23790	5003	2051	-1
1557	20	36	AT1G70360	AT1G23770	5005	2050	-1
1558	20	36	AT1G70370	AT1G23760	5006	2049	-1
1559	20	36	AT1G70410	AT1G23730	5009	2046	-1
1560	20	36	AT1G70420	AT1G23710	5010	2044	-1
1561	20	36	AT1G70430	AT1G23700	5011	2043	-1
1562	20	36	AT1G70440	AT1G23550	5012	2040	-1
1563	20	36	AT1G70450	AT1G23540	5013	2039	-1
1564	20	36	AT1G70470	AT1G23530	5014	2038	-1
1565	20	36	AT1G70480	AT1G23510	5015	2037	-1
1566	20	36	AT1G70490	AT1G23490	5016	2035	-1
1567	20	36	AT1G70500	AT1G23460	5017	2032	-1
1568	20	36	AT1G70510	AT1G23380	5019	2025	-1
1569	20	36	AT1G70540	AT1G23350	5021	2023	-1
1570	20	36	AT1G70550	AT1G23340	5022	2022	-1
1571	20	36	AT1G70560	AT1G23320	5023	2020	-1
1572	20	36	AT1G70580	AT1G23310	5025	2019	-1
1573	20	36	AT1G70600	AT1G23290	5027	2017	-1
1574	20	36	AT1G70660	AT1G23260	5033	2014	-1
1575	20	36	AT1G70670	AT1G23240	5034	2013	-1
1576	20	36	AT1G70710	AT1G23210	5037	2010	-1
1577	20	36	AT1G70720	AT1G23205	5038	2009	-1
1578	20	36	AT1G70730	AT1G23190	5039	2007	-1
1579	20	36	AT1G70770	AT1G23170	5042	2005	-1
1580	20	36	AT1G70780	AT1G23150	5043	2003	-1
1581	20	36	AT1G70790	AT1G23140	5044	2002	-1
1582	20	36	AT1G70830	AT1G23120	5046	2001	-1
1583	20	36	AT1G70900	AT1G23110	5048	2000	-1
1584	20	36	AT1G70940	AT1G23080	5051	1997	-1
1585	20	36	AT1G70950	AT1G23060	5052	1995	-1
1586	20	36	AT1G70985	AT1G23050	5055	1994	-1
1587	20	36	AT1G70990	AT1G23040	5056	1993	-1
1588	20	36	AT1G71020	AT1G23030	5060	1992	-1
1589	20	36	AT1G71040	AT1G23010	5062	1990	-1
1590	20	36	AT1G71050	AT1G22990	5063	1988	-1
1591	20	36	AT1G71060	AT1G22960	5064	1986	-1
1592	20	36	AT1G71130	AT1G22810	5070	1970	-1
1593	20	36	AT1G71150	AT1G22970	5072	1987	-1
1594	20	36	AT1G71230	AT1G22920	5078	1982	-1
1595	20	36	AT1G71420	AT1G22830	5094	1971	-1
1596	20	36	AT1G71450	AT1G22810	5097	1970	-1
1597	21	37	AT5G63580	AT5G08640	5042	715	-1
1598	21	37	AT5G63730	AT5G08730	5055	721	-1
1599	21	37	AT5G63780	AT5G08750	5058	723	-1
1600	21	37	AT5G63790	AT5G08790	5059	726	-1
1601	21	37	AT5G63850	AT5G09220	5064	728	-1
1602	21	37	AT5G63880	AT5G09260	5067	732	-1
1603	21	37	AT5G63980	AT5G09290	5078	735	-1
1604	21	37	AT5G64070	AT5G09350	5085	740	-1
1605	21	37	AT5G64080	AT5G09370	5086	742	-1
1606	21	37	AT5G64220	AT5G09410	5098	746	-1
1607	21	37	AT5G64260	AT5G09440	5102	749	-1
1608	21	37	AT5G64340	AT5G09460	5109	751	-1
1609	21	37	AT5G64360	AT5G09540	5111	756	-1
1610	21	37	AT5G64390	AT5G09560	5114	758	-1
1611	21	37	AT5G64400	AT5G09570	5115	759	-1
1612	21	37	AT5G64430	AT5G09620	5118	764	-1
1613	21	37	AT5G64490	AT5G09610	5124	763	-1
1614	21	37	AT5G64550	AT5G09670	5130	769	-1
1615	21	37	AT5G64560	AT5G09690	5131	771	-1
1616	21	37	AT5G64570	AT5G09700	5132	772	-1
1617	21	37	AT5G64610	AT5G09740	5136	773	-1
1618	21	37	AT5G64640	AT5G09760	5139	775	-1
1619	21	37	AT5G64650	AT5G09770	5140	776	-1
1620	21	37	AT5G64660	AT5G09800	5141	779	-1
1621	21	37	AT5G64710	AT5G09840	5146	783	-1
1622	21	37	AT5G64740	AT5G09870	5149	786	-1
1623	21	37	AT5G64760	AT5G09900	5151	789	-1
1624	21	37	AT5G64813	AT5G09910	5157	790	-1
1625	21	37	AT5G64840	AT5G09930	5161	792	-1
1626	21	37	AT5G64850	AT5G09960	5162	795	-1
1627	21	37	AT5G64910	AT5G10010	5168	801	-1
1628	21	37	AT5G65160	AT5G10090	5190	809	-1
1629	21	37	AT5G65230	AT5G10280	5199	827	-1
1630	21	37	AT5G65240	AT5G10290	5200	828	-1
1631	21	37	AT5G65260	AT5G10350	5202	834	-1
1632	21	37	AT5G65270	AT5G10260	5203	825	-1
1633	21	37	AT5G65350	AT5G10390	5211	838	-1
1634	21	37	AT5G65370	AT5G10410	5212	839	-1
1635	21	37	AT5G65380	AT5G10420	5213	840	-1
1636	21	37	AT5G65420	AT5G10440	5217	842	-1
1637	21	37	AT5G65430	AT5G10450	5218	843	-1
1638	21	37	AT5G65460	AT5G10470	5221	845	-1
1639	21	37	AT5G65500	AT5G10520	5226	850	-1
1640	21	37	AT5G65510	AT5G10510	5227	849	-1
1641	21	37	AT5G65600	AT5G10530	5235	851	-1
1642	21	37	AT5G65620	AT5G10540	5237	852	-1
1643	21	37	AT5G65630	AT5G10550	5238	853	-1
1644	21	37	AT5G65640	AT5G10570	5239	855	-1
1645	21	37	AT5G65820	AT5G10690	5258	866	-1
1646	22	38	AT4G38700	AT2G21100	3359	1238	-1
1647	22	38	AT4G38730	AT2G21120	3361	1239	-1
1648	22	38	AT4G38740	AT2G21130	3362	1240	-1
1649	22	38	AT4G38770	AT2G21140	3364	1241	-1
1650	22	38	AT4G38790	AT2G21190	3366	1247	-1
1651	22	38	AT4G38900	AT2G21230	3375	1250	-1
1652	22	38	AT4G38910	AT2G21240	3376	1253	-1
1653	22	38	AT4G38930	AT2G21270	3378	1255	-1
1654	22	38	AT4G38950	AT2G21300	3380	1258	-1
1655	22	38	AT4G38960	AT2G21320	3381	1259	-1
1656	22	38	AT4G38970	AT2G21330	3382	1260	-1
1657	22	38	AT4G39080	AT2G21410	3388	1267	-1
1658	22	38	AT4G39090	AT2G21430	3389	1269	-1
1659	22	38	AT4G39110	AT2G21480	3391	1274	-1
1660	22	38	AT4G39130	AT2G21490	3393	1275	-1
1661	22	38	AT4G39140	AT2G21500	3394	1276	-1
1662	22	38	AT4G39150	AT2G21510	3395	1277	-1
1663	22	38	AT4G39170	AT2G21520	3397	1278	-1
1664	22	38	AT4G39190	AT2G21560	3398	1281	-1
1665	22	38	AT4G39200	AT2G21580	3399	1282	-1
1666	22	38	AT4G39210	AT2G21590	3400	1283	-1
1667	22	38	AT4G39220	AT2G21600	3401	1284	-1
1668	22	38	AT4G39235	AT2G21640	3403	1288	-1
1669	22	38	AT4G39250	AT2G21650	3404	1289	-1
1670	22	38	AT4G39260	AT2G21660	3405	1291	-1
1671	22	38	AT4G39330	AT2G21730	3410	1296	-1
1672	22	38	AT4G39340	AT2G21740	3411	1297	-1
1673	22	38	AT4G39350	AT2G21770	3412	1298	-1
1674	22	38	AT4G39410	AT2G21900	3418	1308	-1
1675	22	38	AT4G39480	AT2G21910	3424	1309	-1
1676	22	38	AT4G39540	AT2G21940	3427	1312	-1
1677	22	38	AT4G39550	AT2G21950	3428	1313	-1
1678	22	38	AT4G39610	AT2G21990	3429	1317	-1
1679	22	38	AT4G39745	AT2G22180	3443	1332	-1
1680	22	38	AT4G39770	AT2G22190	3445	1333	-1
1681	22	38	AT4G39780	AT2G22200	3446	1334	-1
1682	22	38	AT4G39800	AT2G22240	3449	1336	-1
1683	22	38	AT4G39860	AT2G22270	3455	1339	-1
1684	22	38	AT4G39890	AT2G22290	3458	1340	-1
1685	22	38	AT4G39910	AT2G22310	3460	1342	-1
1686	22	38	AT4G39950	AT2G22330	3465	1344	-1
1687	22	38	AT4G39952	AT2G22410	3466	1351	-1
1688	22	38	AT4G39960	AT2G22360	3468	1348	-1
1689	22	38	AT4G40000	AT2G22400	3471	1350	-1
1690	22	38	AT4G40042	AT2G22425	3475	1353	-1
1691	22	38	AT4G40060	AT2G22430	3478	1354	-1
1692	22	38	AT4G40100	AT2G22475	3482	1359	-1
1693	23	39	AT4G31310	AT2G24390	2677	1517	-1
1694	23	39	AT4G31320	AT2G24400	2678	1519	-1
1695	23	39	AT4G31340	AT2G24420	2680	1521	-1
1696	23	39	AT4G31360	AT2G24440	2682	1523	-1
1697	23	39	AT4G31370	AT2G24450	2683	1524	-1
1698	23	39	AT4G31510	AT2G24550	2696	1532	-1
1699	23	39	AT4G31550	AT2G24570	2700	1534	-1
1700	23	39	AT4G31580	AT2G24590	2703	1536	-1
1701	23	39	AT4G31590	AT2G24630	2704	1542	-1
1702	23	39	AT4G31610	AT2G24650	2706	1544	-1
1703	23	39	AT4G31670	AT2G24640	2707	1543	-1
1704	23	39	AT4G31710	AT2G24710	2709	1547	-1
1705	23	39	AT4G31730	AT2G24762	2711	1549	-1
1706	23	39	AT4G31760	AT2G24800	2714	1553	-1
1707	23	39	AT4G31800	AT2G25000	2718	1573	-1
1708	23	39	AT4G31840	AT2G25060	2723	1576	-1
1709	23	39	AT4G31870	AT2G25080	2725	1578	-1
1710	23	39	AT4G31890	AT2G25130	2728	1583	-1
1711	23	39	AT4G31900	AT2G25170	2729	1587	-1
1712	23	39	AT4G31910	AT2G25150	2730	1585	-1
1713	23	39	AT4G31920	AT2G25180	2731	1588	-1
1714	23	39	AT4G31940	AT2G25160	2733	1586	-1
1715	23	39	AT4G31985	AT2G25210	2736	1592	-1
1716	23	39	AT4G32000	AT2G25220	2738	1593	-1
1717	23	39	AT4G32020	AT2G25250	2740	1596	-1
1718	23	39	AT4G32070	AT2G25290	2745	1600	-1
1719	23	39	AT4G32120	AT2G25300	2749	1602	-1
1720	23	39	AT4G32130	AT2G25310	2750	1604	-1
1721	23	39	AT4G32150	AT2G25340	2752	1606	-1
1722	23	39	AT4G32160	AT2G25350	2753	1608	-1
1723	23	39	AT4G32175	AT2G25355	2755	1609	-1
1724	23	39	AT4G32285	AT2G25430	2765	1613	-1
1725	23	39	AT4G32330	AT2G25480	2770	1617	-1
1726	23	39	AT4G32390	AT2G25520	2775	1621	-1
1727	23	39	AT4G32410	AT2G25540	2777	1623	-1
1728	23	39	AT4G32430	AT2G25580	2779	1627	-1
1729	23	39	AT4G32440	AT2G25590	2780	1628	-1
1730	23	39	AT4G32500	AT2G25600	2785	1629	-1
1731	23	39	AT4G32530	AT2G25610	2788	1631	-1
1732	23	39	AT4G32610	AT2G25670	2796	1638	-1
1733	23	39	AT4G32800	AT2G25820	2815	1655	-1
1734	23	39	AT4G32940	AT2G25940	2830	1666	-1
1735	23	39	AT4G32990	AT2G26060	2834	1676	-1
1736	23	39	AT4G33010	AT2G26080	2836	1678	-1
1737	23	39	AT4G33050	AT2G26190	2840	1688	-1
1738	23	39	AT4G33220	AT2G26440	2855	1711	-1
1739	23	39	AT4G33390	AT2G26570	2870	1723	-1
1740	24	40	AT4G02020	AT1G02580	211	145	-1
1741	24	40	AT4G02075	AT1G02610	217	147	-1
1742	24	40	AT4G02100	AT1G02650	220	150	-1
1743	24	40	AT4G02230	AT1G02780	233	162	-1
1744	24	40	AT4G02290	AT1G02800	239	164	-1
1745	24	40	AT4G02300	AT1G02810	240	165	-1
1746	24	40	AT4G02360	AT1G02813	244	166	-1
1747	24	40	AT4G02380	AT1G02820	245	167	-1
1748	24	40	AT4G02430	AT1G02840	251	169	-1
1749	24	40	AT4G02480	AT1G02890	256	174	-1
1750	24	40	AT4G02520	AT1G02920	260	177	-1
1751	24	40	AT4G02570	AT1G02980	265	181	-1
1752	24	40	AT4G02590	AT1G03040	267	186	-1
1753	24	40	AT4G02650	AT1G03050	273	187	-1
1754	24	40	AT4G02660	AT1G03060	274	189	-1
1755	24	40	AT4G02690	AT1G03070	277	190	-1
1756	24	40	AT4G02710	AT1G03080	279	191	-1
1757	24	40	AT4G02770	AT1G03130	286	198	-1
1758	24	40	AT4G02810	AT1G03170	290	202	-1
1759	24	40	AT4G02850	AT1G03210	294	206	-1
1760	24	40	AT4G02880	AT1G03290	296	212	-1
1761	24	40	AT4G02920	AT1G03340	300	217	-1
1762	24	40	AT4G03010	AT1G03440	307	226	-1
1763	24	40	AT4G03050	AT1G03400	311	223	-1
1764	24	40	AT4G03080	AT1G03445	312	227	-1
1765	24	40	AT4G03110	AT1G03457	315	228	-1
1766	24	40	AT4G03153	AT1G03470	321	229	-1
1767	24	40	AT4G03205	AT1G03475	329	230	-1
1768	24	41	AT4G03340	AT1G03520	344	233	-1
1769	24	41	AT4G03415	AT1G03590	350	237	-1
1770	24	41	AT4G03420	AT1G03610	351	239	-1
1771	24	41	AT4G03440	AT1G03670	353	244	-1
1772	24	41	AT4G03520	AT1G03680	356	245	-1
1773	24	41	AT4G03540	AT1G03700	357	247	-1
1774	24	41	AT4G03565	AT1G03710	360	248	-1
1775	24	41	AT4G03600	AT1G03730	363	250	-1
1776	24	42	AT4G02130	AT1G02720	223	157	-1
1777	24	42	AT4G02140	AT1G02700	224	155	-1
1778	24	42	AT4G02150	AT1G02690	225	154	-1
1779	24	43	AT4G01820	AT1G02520	188	140	-1
1780	24	43	AT4G01840	AT1G02510	189	139	-1
1781	24	43	AT4G01850	AT1G02500	190	138	-1
1782	24	43	AT4G01883	AT1G02470	194	136	-1
1783	24	43	AT4G01890	AT1G02460	195	135	-1
1784	24	43	AT4G01950	AT1G02390	202	128	-1
1785	24	43	AT4G01960	AT1G02380	203	127	-1
1786	24	43	AT4G01990	AT1G02370	207	126	-1
1787	25	44	AT5G35900	AT1G65620	2580	4573	-1
1788	25	44	AT5G35970	AT1G65780	2587	4585	-1
1789	25	44	AT5G36110	AT1G65670	2597	4577	-1
1790	25	44	AT5G36190	AT1G65990	2603	4602	-1
1791	25	44	AT5G36890	AT1G66270	2627	4630	-1
1792	25	44	AT5G36910	AT1G66100	2630	4611	-1
1793	25	44	AT5G36930	AT1G65850	2632	4590	-1
1794	25	44	AT5G36950	AT1G65630	2634	4574	-1
1795	25	44	AT5G36970	AT1G65690	2636	4579	-1
1796	25	44	AT5G37010	AT1G65710	2639	4581	-1
1797	25	44	AT5G37030	AT1G65780	2641	4585	-1
1798	25	44	AT5G37400	AT1G66000	2671	4603	-1
1799	25	44	AT5G37450	AT1G66460	2673	4641	-1
1800	25	44	AT5G37475	AT1G66070	2674	4608	-1
1801	25	44	AT5G37490	AT1G66160	2678	4618	-1
1802	25	44	AT5G37540	AT1G66180	2683	4620	-1
1803	25	44	AT5G37550	AT1G66190	2684	4621	-1
1804	25	44	AT5G37600	AT1G66200	2689	4622	-1
1805	25	44	AT5G37620	AT1G66440	2691	4640	-1
1806	25	44	AT5G37720	AT1G66260	2700	4629	-1
1807	25	44	AT5G37740	AT1G66360	2702	4636	-1
1808	25	44	AT5G37770	AT1G66400	2704	4637	-1
1809	25	44	AT5G37790	AT1G66460	2705	4641	-1
1810	25	44	AT5G37840	AT1G66480	2709	4643	-1
1811	25	44	AT5G37870	AT1G66610	2712	4654	-1
1812	25	44	AT5G37970	AT1G66690	2717	4658	-1
1813	25	44	AT5G38030	AT1G66760	2718	4662	-1
1814	25	44	AT5G38110	AT1G66740	2724	4660	-1
1815	25	44	AT5G38150	AT1G66840	2728	4669	-1
1816	25	44	AT5G38160	AT1G66850	2729	4670	-1
1817	25	44	AT5G38200	AT1G66860	2731	4672	-1
1818	25	44	AT5G38210	AT1G66880	2732	4673	-1
1819	25	44	AT5G38220	AT1G66900	2733	4675	-1
