id	genome_x	list_x	parent	genome_y	list_y	level	number_of_anchorpoints	profile_length	begin_x	end_x	begin_y	end_y	is_redundant
435	ath	2		ath	5	2	3	4	3438	3441	416	419	-1
436	ath	4		ath	1	2	3	5	3506	3510	6294	6298	-1
437	ath	3		ath	1	2	3	3	1341	1343	6005	6008	-1
438	ath	2		ath	5	2	3	4	1776	1779	2792	2794	-1
439	ath	3		ath	1	2	3	5	4913	4917	5282	5285	-1
440	ath	2		ath	3	2	3	4	3436	3439	990	994	-1
441	ath	2		ath	5	2	3	5	2075	2077	2521	2525	0
442	ath	2		ath	1	2	3	5	2012	2016	753	755	0
443	ath	1		ath	1	2	3	3	4695	4697	956	962	-1
444	ath	4		ath	5	2	3	6	3264	3269	2357	2360	-1
445	ath	4		ath	3	2	3	7	1363	1369	5260	5265	0
446	ath	4		ath	1	2	3	6	1711	1716	5529	5536	-1
447	ath	3		ath	5	2	3	6	1018	1023	62	68	-1
448	ath	5		ath	1	2	3	6	3602	3607	2613	2615	0
449	ath	3		ath	5	2	3	8	1305	1314	3525	3531	0
450	ath	3		ath	1	2	3	9	3516	3528	684	694	-1
451	ath	2		ath	5	2	3	5	1338	1343	3713	3719	-1
452	ath	2		ath	2	2	3	7	754	760	602	608	0
453	ath	2		ath	1	2	3	5	600	606	3270	3280	-1
454	ath	1		ath	1	2	3	3	6192	6194	2533	2538	-1
455	ath	5		ath	1	2	3	8	3989	3996	3079	3087	-1
456	ath	4		ath	5	2	3	9	3752	3760	6071	6079	-1
457	ath	4		ath	2	2	3	8	1976	1985	1702	1707	-1
458	ath	4		ath	1	2	3	7	2249	2256	1167	1170	-1
459	ath	3		ath	5	2	3	4	4273	4276	217	223	-1
460	ath	3		ath	1	2	3	9	2565	2573	5614	5621	-1
461	ath	2		ath	5	2	3	7	3823	3829	661	665	-1
462	ath	2		ath	2	2	3	4	3729	3736	2476	2485	-1
463	ath	2		ath	1	2	3	8	48	56	2234	2243	-1
464	ath	1		ath	1	2	3	10	4157	4169	1478	1488	-1
465	ath	5		ath	5	2	3	8	504	511	104	108	-1
466	ath	5		ath	1	2	3	8	4684	4691	32	36	-1
467	ath	4		ath	3	2	3	5	2850	2854	2333	2340	-1
468	ath	3		ath	5	2	3	5	4497	4501	5022	5037	-1
469	ath	3		ath	5	2	3	3	1656	1658	4271	4277	-1
470	ath	3		ath	1	2	3	10	3182	3199	3266	3277	-1
471	ath	3		ath	1	2	3	9	918	926	1758	1764	-1
472	ath	2		ath	3	2	3	8	2130	2137	3441	3445	-1
473	ath	2		ath	1	2	3	9	1331	1339	284	291	-1
474	ath	1		ath	1	2	3	8	4511	4521	1579	1583	-1
475	ath	5		ath	1	2	3	11	3687	3697	350	359	-1
476	ath	4		ath	2	2	3	10	2861	2872	2632	2642	-1
477	ath	4		ath	2	2	3	6	2672	2677	2552	2560	-1
478	ath	4		ath	1	2	3	8	3928	3935	1916	1919	-1
479	ath	3		ath	3	2	3	11	2658	2668	266	277	-1
480	ath	3		ath	1	2	3	10	24	34	5718	5732	-1
481	ath	1		ath	1	2	3	4	5931	5934	3321	3328	-1
482	ath	5		ath	1	2	3	11	625	635	1322	1335	-1
483	ath	4		ath	5	2	3	11	2936	2947	5038	5052	-1
484	ath	4		ath	2	2	3	11	2781	2791	3159	3171	-1
485	ath	4		ath	2	2	3	11	2005	2035	1200	1210	-1
486	ath	3		ath	1	2	3	10	1375	1388	6183	6189	-1
487	ath	3		ath	1	2	3	7	853	860	677	686	-1
488	ath	2		ath	3	2	3	12	2815	2828	270	280	-1
489	ath	2		ath	1	2	3	13	4048	4064	5789	5802	-1
490	ath	2		ath	1	2	3	12	2152	2163	5981	5991	-1
491	ath	2		ath	1	2	3	9	1526	1534	2526	2536	-1
492	ath	5		ath	1	2	3	12	932	943	4628	4637	-1
493	ath	4		ath	1	2	3	12	1744	1755	2752	2773	-1
494	ath	4		ath	1	2	3	6	988	995	46	55	-1
495	ath	3		ath	5	2	3	6	4314	4319	109	118	-1
496	ath	3		ath	1	2	3	10	4050	4059	6306	6318	-1
497	ath	4		ath	3	2	3	14	251	266	486	500	-1
498	ath	4		ath	1	2	3	5	3506	3510	1907	1916	-1
499	ath	4		ath	1	2	3	13	1316	1330	331	342	-1
500	ath	3		ath	5	2	3	11	1890	1901	1789	1795	0
501	ath	3		ath	1	2	3	3	2364	2367	4685	4694	-1
502	ath	3		ath	1	2	3	13	1401	1418	2814	2827	-1
503	ath	2		ath	1	2	3	11	3349	3360	2701	2723	-1
504	ath	2		ath	1	2	3	11	1502	1513	2142	2156	-1
505	ath	1		ath	1	2	3	11	2232	2243	1419	1428	-1
506	ath	4		ath	3	2	3	11	419	431	3649	3655	-1
507	ath	4		ath	2	2	3	15	3646	3662	2328	2342	-1
508	ath	2		ath	5	2	3	16	1806	1822	985	1000	-1
509	ath	2		ath	3	2	3	13	299	312	3077	3088	-1
510	ath	5		ath	1	2	3	7	2819	2825	1014	1025	-1
511	ath	3		ath	5	2	3	13	3931	3951	3591	3601	0
512	ath	3		ath	3	2	3	13	4792	4804	386	394	-1
513	ath	2		ath	3	2	3	12	742	754	3037	3043	-1
514	ath	5		ath	1	2	3	8	2809	2818	3350	3363	-1
515	ath	4		ath	2	2	3	4	1276	1279	47	58	-1
516	ath	2		ath	5	2	3	18	742	760	2758	2781	-1
517	ath	2		ath	3	2	3	16	3135	3152	3621	3642	-1
518	ath	4		ath	5	2	3	16	414	431	2766	2781	-1
519	ath	3		ath	5	2	3	12	3027	3038	2780	2787	-1
520	ath	4		ath	3	2	3	16	430	439	3022	3038	0
521	ath	3		ath	5	2	3	22	3155	3178	2787	2810	-1
522	ath	3		ath	5	2	3	6	2440	2445	2848	2861	-1
523	ath	4		ath	1	2	3	16	3838	3854	945	953	-1
524	ath	3		ath	5	2	3	21	3654	3675	2997	3021	-1
525	ath	3		ath	3	2	3	17	5026	5047	1415	1431	-1
526	ath	2		ath	5	2	3	23	642	669	3500	3525	0
527	ath	2		ath	1	2	3	11	1502	1513	6546	6563	-1
528	ath	3		ath	5	2	3	21	3574	3602	862	877	-1
529	ath	4		ath	5	2	3	24	648	672	2642	2668	-1
530	ath	3		ath	5	2	3	19	4958	4980	664	675	-1
531	ath	3		ath	5	2	3	28	1909	1941	3577	3606	-1
532	ath	3		ath	1	2	3	17	4844	4877	5370	5376	-1
533	ath	3		ath	1	2	3	17	3164	3182	3437	3441	-1
534	ath	4		ath	5	2	3	18	1030	1051	5499	5505	-1
535	ath	3		ath	5	2	3	17	4785	4803	3892	3894	-1
536	ath	3		ath	5	2	3	26	3164	3199	2619	2644	-1
537	ath	2		ath	1	2	3	29	2482	2514	1523	1557	0
538	ath	4		ath	5	2	3	20	2258	2278	635	641	-1
539	ath	4		ath	1	2	3	30	618	649	2586	2621	0
