id	multiplicon	genome	list	first	last	order
559	280	ath	5	AT5G67080	AT5G67570	0
560	280	ath	1	AT1G18350	AT1G18900	1
561	281	ath	3	AT3G53650	AT3G53810	0
562	281	ath	1	AT1G07460	AT1G07790	1
563	282	ath	4	AT4G18140	AT4G18390	0
564	282	ath	1	AT1G29770	AT1G30210	1
565	283	ath	3	AT3G46240	AT3G46920	0
566	283	ath	5	AT5G58540	AT5G58950	1
567	284	ath	4	AT4G04040	AT4G04690	0
568	284	ath	1	AT1G11620	AT1G12000	1
569	285	ath	3	AT3G24670	AT3G25220	0
570	285	ath	5	AT5G48570	AT5G48900	1
571	286	ath	2	AT2G23070	AT2G23490	0
572	286	ath	5	AT5G35792	AT5G35980	1
573	287	ath	4	AT4G03640	AT4G04400	0
574	287	ath	3	AT3G30310	AT3G31410	1
575	288	ath	3	AT3G02810	AT3G03080	0
576	288	ath	5	AT5G37450	AT5G37940	1
577	289	ath	5	AT5G36020	AT5G37020	0
578	289	ath	1	AT1G43950	AT1G44880	1
579	290	ath	3	AT3G45920	AT3G46760	0
580	290	ath	5	AT5G59616	AT5G60270	1
581	291	ath	3	AT3G49510	AT3G49730	0
582	291	ath	1	AT1G12170	AT1G12620	1
583	292	ath	4	AT4G26050	AT4G26230	0
584	292	ath	2	AT2G19330	AT2G19740	1
585	293	ath	5	AT5G50780	AT5G51190	0
586	293	ath	5	AT5G13130	AT5G13330	1
587	294	ath	1	AT1G74400	AT1G74950	0
588	294	ath	1	AT1G19180	AT1G19720	1
589	295	ath	2	AT2G33230	AT2G33710	0
590	295	ath	1	AT1G03800	AT1G04180	1
591	296	ath	4	AT4G23550	AT4G24060	0
592	296	ath	4	AT4G00940	AT4G01250	1
593	297	ath	5	AT5G52320	AT5G52870	0
594	297	ath	1	AT1G63710	AT1G64080	1
595	298	ath	4	AT4G01030	AT4G01610	0
596	298	ath	1	AT1G09220	AT1G09850	1
597	299	ath	4	AT4G34110	AT4G34870	0
598	299	ath	2	AT2G35410	AT2G36130	1
599	300	ath	4	AT4G21250	AT4G21940	0
600	300	ath	1	AT1G60940	AT1G61740	1
601	301	ath	5	AT5G61370	AT5G61800	0
602	301	ath	1	AT1G08610	AT1G09220	1
603	302	ath	5	AT5G49760	AT5G50250	0
604	302	ath	1	AT1G33260	AT1G34140	1
605	303	ath	4	AT4G11690	AT4G12400	0
606	303	ath	1	AT1G12270	AT1G12620	1
607	304	ath	3	AT3G45610	AT3G46610	0
608	304	ath	5	AT5G38730	AT5G39660	1
609	305	ath	3	AT3G42100	AT3G42870	0
610	305	ath	3	AT3G31980	AT3G32904	1
611	306	ath	3	AT3G54870	AT3G55730	0
612	306	ath	5	AT5G65230	AT5G65930	1
613	307	ath	4	AT4G22460	AT4G23580	0
614	307	ath	1	AT1G61540	AT1G62500	1
615	308	ath	4	AT4G17460	AT4G18010	0
616	308	ath	5	AT5G65090	AT5G65310	1
617	309	ath	2	AT2G16720	AT2G17760	0
618	309	ath	5	AT5G10080	AT5G11050	1
619	310	ath	4	AT4G35600	AT4G36450	0
620	310	ath	1	AT1G71530	AT1G72540	1
621	311	ath	4	AT4G36100	AT4G36900	0
622	311	ath	3	AT3G60680	AT3G61630	1
623	312	ath	4	AT4G37220	AT4G37240	0
624	312	ath	3	AT3G50800	AT3G50830	1
625	313	ath	2	AT2G24900	AT2G24920	0
626	313	ath	3	AT3G30470	AT3G30500	1
627	314	ath	4	AT4G20780	AT4G20900	0
628	314	ath	5	AT5G44330	AT5G44460	1
629	315	ath	4	AT4G36000	AT4G36080	0
630	315	ath	2	AT2G17860	AT2G17930	1
631	316	ath	3	AT3G52880	AT3G52930	0
632	316	ath	5	AT5G03630	AT5G03690	1
633	317	ath	4	AT4G16100	AT4G16143	0
634	317	ath	5	AT5G49220	AT5G49310	1
635	318	ath	5	AT5G58930	AT5G59020	0
636	318	ath	5	AT5G01030	AT5G01170	1
637	319	ath	4	AT4G03930	AT4G03977	0
638	319	ath	1	AT1G44850	AT1G44980	1
639	320	ath	4	AT4G17660	AT4G17750	0
640	320	ath	5	AT5G16820	AT5G16900	1
641	321	ath	4	AT4G27890	AT4G28000	0
642	321	ath	5	AT5G53400	AT5G53540	1
643	322	ath	2	AT2G35960	AT2G36100	0
644	322	ath	5	AT5G06200	AT5G06330	1
645	323	ath	2	AT2G46310	AT2G46430	0
646	323	ath	5	AT5G53130	AT5G53290	1
647	324	ath	3	AT3G23310	AT3G23440	0
648	324	ath	1	AT1G03920	AT1G04000	1
649	325	ath	2	AT2G38170	AT2G38250	0
650	325	ath	5	AT5G01380	AT5G01490	1
651	326	ath	4	AT4G21960	AT4G22130	0
652	326	ath	5	AT5G15080	AT5G15180	1
653	327	ath	4	AT4G00900	AT4G01060	0
654	327	ath	5	AT5G53010	AT5G53200	1
655	328	ath	4	AT4G24530	AT4G24660	0
656	328	ath	5	AT5G65410	AT5G65470	1
657	329	ath	2	AT2G35960	AT2G36160	0
658	329	ath	3	AT3G11510	AT3G11660	1
659	330	ath	3	AT3G22650	AT3G22930	0
660	330	ath	1	AT1G32250	AT1G32430	1
661	331	ath	5	AT5G26700	AT5G26770	0
662	331	ath	1	AT1G09470	AT1G09560	1
663	332	ath	4	AT4G01595	AT4G01780	0
664	332	ath	4	AT4G01180	AT4G01370	1
665	333	ath	4	AT4G17460	AT4G17670	0
666	333	ath	2	AT2G44670	AT2G44910	1
667	334	ath	4	AT4G13770	AT4G14050	0
668	334	ath	1	AT1G74110	AT1G74400	1
669	335	ath	4	AT4G21160	AT4G21440	0
670	335	ath	1	AT1G70790	AT1G71030	1
671	336	ath	3	AT3G53170	AT3G53240	0
672	336	ath	5	AT5G40170	AT5G40400	1
673	337	ath	3	AT3G28500	AT3G28857	0
674	337	ath	5	AT5G39860	AT5G40040	1
675	338	ath	3	AT3G53200	AT3G53360	0
676	338	ath	3	AT3G28640	AT3G28910	1
677	339	ath	2	AT2G46930	AT2G47220	0
678	339	ath	1	AT1G09320	AT1G09550	1
679	340	ath	2	AT2G42980	AT2G43140	0
680	340	ath	1	AT1G05805	AT1G05840	1
681	341	ath	4	AT4G00300	AT4G00480	0
682	341	ath	5	AT5G41315	AT5G41460	1
683	342	ath	3	AT3G49110	AT3G49350	0
684	342	ath	5	AT5G41940	AT5G42180	1
685	343	ath	4	AT4G28510	AT4G28760	0
686	343	ath	5	AT5G43880	AT5G44140	1
687	344	ath	4	AT4G03640	AT4G04010	0
688	344	ath	3	AT3G32900	AT3G42110	1
689	345	ath	4	AT4G15000	AT4G15210	0
690	345	ath	2	AT2G32220	AT2G32290	1
691	346	ath	4	AT4G27190	AT4G27435	0
692	346	ath	1	AT1G61065	AT1G61180	1
693	347	ath	4	AT4G04110	AT4G04450	0
694	347	ath	1	AT1G69310	AT1G69550	1
695	348	ath	2	AT2G22920	AT2G23200	0
696	348	ath	3	AT3G01840	AT3G02110	1
697	349	ath	1	AT1G35730	AT1G36060	0
698	349	ath	1	AT1G22190	AT1G22240	1
699	350	ath	3	AT3G55730	AT3G55970	0
700	350	ath	5	AT5G58660	AT5G58850	1
701	351	ath	4	AT4G27410	AT4G27500	0
702	351	ath	1	AT1G52880	AT1G53110	1
703	352	ath	3	AT3G18773	AT3G18900	0
704	352	ath	5	AT5G47380	AT5G47610	1
705	353	ath	1	AT1G04440	AT1G04610	0
706	353	ath	1	AT1G03930	AT1G04180	1
707	354	ath	5	AT5G58150	AT5G58440	0
708	354	ath	5	AT5G06870	AT5G07120	1
709	355	ath	3	AT3G25060	AT3G25460	0
710	355	ath	3	AT3G22350	AT3G22690	1
711	356	ath	3	AT3G62020	AT3G62280	0
712	356	ath	1	AT1G09390	AT1G09560	1
713	357	ath	5	AT5G59600	AT5G59920	0
714	357	ath	5	AT5G42280	AT5G42450	1
715	358	ath	3	AT3G49510	AT3G49790	0
716	358	ath	1	AT1G59510	AT1G59630	1
717	359	ath	2	AT2G21190	AT2G21520	0
718	359	ath	1	AT1G75370	AT1G75760	1
719	360	ath	5	AT5G28930	AT5G32410	0
720	360	ath	1	AT1G40115	AT1G42460	1
721	361	ath	4	AT4G21170	AT4G21440	0
722	361	ath	5	AT5G67300	AT5G67570	1
723	362	ath	3	AT3G08720	AT3G09060	0
724	362	ath	1	AT1G53330	AT1G53700	1
725	363	ath	5	AT5G37660	AT5G38050	0
726	363	ath	1	AT1G70690	AT1G71080	1
727	364	ath	4	AT4G01370	AT4G01680	0
728	364	ath	1	AT1G09540	AT1G09840	1
729	365	ath	2	AT2G40230	AT2G40470	0
730	365	ath	2	AT2G23510	AT2G23660	1
731	366	ath	4	AT4G18430	AT4G18710	0
732	366	ath	1	AT1G01200	AT1G01560	1
733	367	ath	5	AT5G64700	AT5G64990	0
734	367	ath	1	AT1G09380	AT1G09630	1
735	368	ath	3	AT3G04010	AT3G04150	0
736	368	ath	1	AT1G18650	AT1G18970	1
737	369	ath	1	AT1G72470	AT1G72840	0
738	369	ath	1	AT1G51280	AT1G51640	1
739	370	ath	4	AT4G12850	AT4G13190	0
740	370	ath	3	AT3G59110	AT3G59470	1
741	371	ath	3	AT3G61035	AT3G61360	0
742	371	ath	3	AT3G52970	AT3G53170	1
743	372	ath	1	AT1G53400	AT1G53770	0
744	372	ath	1	AT1G16960	AT1G17270	1
745	373	ath	5	AT5G65200	AT5G65590	0
746	373	ath	5	AT5G39660	AT5G40140	1
747	374	ath	4	AT4G39480	AT4G39890	0
748	374	ath	2	AT2G44610	AT2G44890	1
749	375	ath	3	AT3G61250	AT3G61360	0
750	375	ath	3	AT3G48920	AT3G49240	1
751	376	ath	2	AT2G05080	AT2G05647	0
752	376	ath	3	AT3G42100	AT3G42680	1
753	377	ath	1	AT1G70030	AT1G70505	0
754	377	ath	1	AT1G10250	AT1G10660	1
755	378	ath	5	AT5G18500	AT5G19010	0
756	378	ath	1	AT1G10210	AT1G10620	1
757	379	ath	4	AT4G01030	AT4G01470	0
758	379	ath	2	AT2G36730	AT2G37170	1
759	380	ath	3	AT3G18910	AT3G19410	0
760	380	ath	1	AT1G65990	AT1G66490	1
761	381	ath	4	AT4G15330	AT4G15720	0
762	381	ath	3	AT3G52970	AT3G53360	1
763	382	ath	4	AT4G26940	AT4G27290	0
764	382	ath	1	AT1G11280	AT1G11730	1
765	383	ath	2	AT2G22070	AT2G22290	0
766	383	ath	5	AT5G09950	AT5G10260	1
767	384	ath	2	AT2G03880	AT2G04350	0
768	384	ath	3	AT3G23330	AT3G23790	1
769	385	ath	2	AT2G24230	AT2G24600	0
770	385	ath	1	AT1G34050	AT1G34420	1
771	386	ath	4	AT4G24960	AT4G25390	0
772	386	ath	1	AT1G69700	AT1G70250	1
773	387	ath	2	AT2G16720	AT2G17220	0
774	387	ath	1	AT1G05700	AT1G06180	1
775	388	ath	3	AT3G62890	AT3G63370	0
776	388	ath	5	AT5G43790	AT5G44230	1
777	389	ath	2	AT2G23980	AT2G24300	0
778	389	ath	5	AT5G57580	AT5G57940	1
779	390	ath	2	AT2G37310	AT2G37640	0
780	390	ath	1	AT1G26770	AT1G26900	1
781	391	ath	5	AT5G62080	AT5G62170	0
782	391	ath	5	AT5G51850	AT5G52160	1
783	392	ath	4	AT4G15800	AT4G16143	0
784	392	ath	3	AT3G05490	AT3G05720	1
785	393	ath	4	AT4G35030	AT4G35390	0
786	393	ath	1	AT1G20650	AT1G20900	1
787	394	ath	4	AT4G34540	AT4G35020	0
788	394	ath	1	AT1G75280	AT1G75840	1
789	395	ath	4	AT4G04490	AT4G05050	0
790	395	ath	1	AT1G53420	AT1G53930	1
791	396	ath	3	AT3G01490	AT3G01840	0
792	396	ath	1	AT1G67720	AT1G67890	1
793	397	ath	2	AT2G01450	AT2G01820	0
794	397	ath	5	AT5G38990	AT5G39420	1
795	398	ath	5	AT5G37730	AT5G38210	0
796	398	ath	1	AT1G22720	AT1G23150	1
797	399	ath	5	AT5G67300	AT5G67570	0
798	399	ath	1	AT1G74080	AT1G74580	1
799	400	ath	3	AT3G46600	AT3G47190	0
800	400	ath	3	AT3G13610	AT3G13840	1
801	401	ath	4	AT4G20430	AT4G21230	0
802	401	ath	1	AT1G66210	AT1G66910	1
803	402	ath	4	AT4G00305	AT4G00730	0
804	402	ath	3	AT3G61150	AT3G61460	1
805	403	ath	1	AT1G22830	AT1G23340	0
806	403	ath	1	AT1G10330	AT1G10750	1
807	404	ath	4	AT4G08260	AT4G08655	0
808	404	ath	2	AT2G24915	AT2G25070	1
809	405	ath	3	AT3G22690	AT3G23250	0
810	405	ath	1	AT1G63910	AT1G64310	1
811	406	ath	5	AT5G37080	AT5G37110	0
812	406	ath	1	AT1G35920	AT1G35940	1
813	407	ath	5	AT5G35646	AT5G35655	0
814	407	ath	1	AT1G34710	AT1G34730	1
815	408	ath	5	AT5G35646	AT5G35655	0
816	408	ath	1	AT1G27780	AT1G27810	1
817	409	ath	5	AT5G28970	AT5G28990	0
818	409	ath	1	AT1G44850	AT1G44880	1
819	410	ath	4	AT4G28706	AT4G28720	0
820	410	ath	5	AT5G43890	AT5G43910	1
821	411	ath	4	AT4G19280	AT4G19310	0
822	411	ath	5	AT5G28970	AT5G28990	1
823	412	ath	4	AT4G03970	AT4G03977	0
824	412	ath	5	AT5G36020	AT5G36050	1
825	413	ath	4	AT4G05570	AT4G05581	0
826	413	ath	4	AT4G03970	AT4G03977	1
827	414	ath	4	AT4G05280	AT4G05303	0
828	414	ath	3	AT3G43370	AT3G43390	1
829	415	ath	4	AT4G05280	AT4G05303	0
830	415	ath	2	AT2G06610	AT2G06630	1
831	416	ath	4	AT4G19280	AT4G19310	0
832	416	ath	1	AT1G44850	AT1G44880	1
833	417	ath	4	AT4G05280	AT4G05303	0
834	417	ath	1	AT1G34710	AT1G34730	1
835	418	ath	4	AT4G05280	AT4G05303	0
836	418	ath	1	AT1G27780	AT1G27810	1
837	419	ath	3	AT3G43370	AT3G43390	0
838	419	ath	5	AT5G35646	AT5G35655	1
839	420	ath	3	AT3G13250	AT3G13270	0
840	420	ath	5	AT5G37080	AT5G37110	1
841	421	ath	3	AT3G43370	AT3G43390	0
842	421	ath	1	AT1G34710	AT1G34730	1
843	422	ath	3	AT3G43370	AT3G43390	0
844	422	ath	1	AT1G27780	AT1G27810	1
845	423	ath	3	AT3G13250	AT3G13270	0
846	423	ath	1	AT1G35920	AT1G35940	1
847	424	ath	2	AT2G10460	AT2G10470	0
848	424	ath	5	AT5G35250	AT5G35270	1
849	425	ath	2	AT2G06610	AT2G06630	0
850	425	ath	3	AT3G43370	AT3G43390	1
851	426	ath	2	AT2G05080	AT2G05090	0
852	426	ath	3	AT3G13250	AT3G13270	1
853	427	ath	2	AT2G06610	AT2G06630	0
854	427	ath	1	AT1G27780	AT1G27810	1
855	428	ath	2	AT2G06610	AT2G06630	0
856	428	ath	1	AT1G34710	AT1G34730	1
857	429	ath	2	AT2G05080	AT2G05090	0
858	429	ath	1	AT1G35920	AT1G35940	1
859	430	ath	2	AT2G01920	AT2G01940	0
860	430	ath	1	AT1G68110	AT1G68130	1
861	431	ath	1	AT1G34710	AT1G34730	0
862	431	ath	1	AT1G27780	AT1G27810	1
863	432	ath	4	AT4G25850	AT4G25890	0
864	432	ath	5	AT5G57240	AT5G57290	1
865	433	ath	3	AT3G46620	AT3G46650	0
866	433	ath	5	AT5G59550	AT5G59580	1
867	434	ath	3	AT3G55140	AT3G55170	0
868	434	ath	3	AT3G09500	AT3G09540	1
869	435	ath	2	AT2G40960	AT2G40990	0
870	435	ath	5	AT5G05070	AT5G05100	1
871	436	ath	4	AT4G34720	AT4G34760	0
872	436	ath	1	AT1G75580	AT1G75630	1
873	437	ath	3	AT3G13900	AT3G13920	0
874	437	ath	1	AT1G72700	AT1G72730	1
875	438	ath	2	AT2G24900	AT2G24920	0
876	438	ath	5	AT5G35030	AT5G35040	1
877	439	ath	3	AT3G59820	AT3G59850	0
878	439	ath	1	AT1G65540	AT1G65570	1
879	440	ath	2	AT2G40950	AT2G40970	0
880	440	ath	3	AT3G10760	AT3G10800	1
881	441	ath	2	AT2G27780	AT2G27800	0
882	441	ath	5	AT5G27270	AT5G27310	1
883	442	ath	2	AT2G27200	AT2G27240	0
884	442	ath	1	AT1G08410	AT1G08430	1
885	443	ath	1	AT1G59650	AT1G59670	0
886	443	ath	1	AT1G10360	AT1G10410	1
887	444	ath	4	AT4G32460	AT4G32510	0
888	444	ath	5	AT5G25430	AT5G25460	1
889	445	ath	4	AT4G14730	AT4G14780	0
890	445	ath	3	AT3G63260	AT3G63310	1
891	446	ath	4	AT4G17720	AT4G17770	0
892	446	ath	1	AT1G67950	AT1G68020	1
893	447	ath	3	AT3G11000	AT3G11050	0
894	447	ath	5	AT5G01600	AT5G01660	1
895	448	ath	5	AT5G43130	AT5G43175	0
896	448	ath	1	AT1G27720	AT1G27740	1
897	449	ath	3	AT3G13650	AT3G13690	0
898	449	ath	5	AT5G42440	AT5G42500	1
899	450	ath	3	AT3G45920	AT3G46040	0
900	450	ath	1	AT1G07770	AT1G07870	1
901	451	ath	2	AT2G20520	AT2G20570	0
902	451	ath	5	AT5G44130	AT5G44190	1
903	452	ath	2	AT2G14330	AT2G14455	0
904	452	ath	2	AT2G10370	AT2G10465	1
905	453	ath	2	AT2G10350	AT2G10450	0
906	453	ath	1	AT1G34760	AT1G35110	1
907	454	ath	1	AT1G74490	AT1G74510	0
908	454	ath	1	AT1G26930	AT1G26970	1
909	455	ath	5	AT5G46710	AT5G46780	0
910	455	ath	1	AT1G32610	AT1G32700	1
911	456	ath	4	AT4G37170	AT4G37240	0
912	456	ath	5	AT5G66500	AT5G66580	1
913	457	ath	4	AT4G20140	AT4G20235	0
914	457	ath	2	AT2G24180	AT2G24230	1
915	458	ath	4	AT4G22780	AT4G22850	0
916	458	ath	1	AT1G12420	AT1G12450	1
917	459	ath	3	AT3G53380	AT3G53410	0
918	459	ath	5	AT5G03140	AT5G03200	1
919	460	ath	3	AT3G25670	AT3G25730	0
920	460	ath	1	AT1G68780	AT1G68840	1
921	461	ath	2	AT2G44740	AT2G44800	0
922	461	ath	5	AT5G07450	AT5G07480	1
923	462	ath	2	AT2G43820	AT2G43900	0
924	462	ath	2	AT2G31750	AT2G31830	1
925	463	ath	2	AT2G01520	AT2G01610	0
926	463	ath	1	AT1G23120	AT1G23205	1
927	464	ath	1	AT1G52730	AT1G52830	0
928	464	ath	1	AT1G15470	AT1G15580	1
929	465	ath	5	AT5G05940	AT5G05990	0
930	465	ath	5	AT5G02010	AT5G02050	1
931	466	ath	5	AT5G53130	AT5G53200	0
932	466	ath	1	AT1G01340	AT1G01380	1
933	467	ath	4	AT4G28540	AT4G28570	0
934	467	ath	3	AT3G23340	AT3G23410	1
935	468	ath	3	AT3G55640	AT3G55670	0
936	468	ath	5	AT5G56325	AT5G56450	1
937	469	ath	3	AT3G16850	AT3G16860	0
938	469	ath	5	AT5G49215	AT5G49270	1
939	470	ath	3	AT3G42450	AT3G42610	0
940	470	ath	1	AT1G34720	AT1G35080	1
941	471	ath	3	AT3G10110	AT3G10180	0
942	471	ath	1	AT1G18320	AT1G18370	1
943	472	ath	2	AT2G28340	AT2G28400	0
944	472	ath	3	AT3G45170	AT3G45210	1
945	473	ath	2	AT2G20470	AT2G20530	0
946	473	ath	1	AT1G03860	AT1G03920	1
947	474	ath	1	AT1G56080	AT1G56160	0
948	474	ath	1	AT1G16490	AT1G16520	1
949	475	ath	5	AT5G43890	AT5G43980	0
950	475	ath	1	AT1G04520	AT1G04610	1
951	476	ath	4	AT4G28640	AT4G28720	0
952	476	ath	2	AT2G33230	AT2G33310	1
953	477	ath	4	AT4G26890	AT4G26940	0
954	477	ath	2	AT2G32430	AT2G32510	1
955	478	ath	4	AT4G38920	AT4G38990	0
956	478	ath	1	AT1G19910	AT1G19940	1
957	479	ath	3	AT3G26490	AT3G26590	0
958	479	ath	3	AT3G03510	AT3G03620	1
959	480	ath	3	AT3G01220	AT3G01311	0
960	480	ath	1	AT1G69780	AT1G69890	1
961	481	ath	1	AT1G71980	AT1G72010	0
962	481	ath	1	AT1G35560	AT1G35625	1
963	482	ath	5	AT5G07100	AT5G07200	0
964	482	ath	1	AT1G13960	AT1G14120	1
965	483	ath	4	AT4G29340	AT4G29450	0
966	483	ath	5	AT5G56460	AT5G56600	1
967	484	ath	4	AT4G27920	AT4G28010	0
968	484	ath	2	AT2G38310	AT2G38420	1
969	485	ath	4	AT4G20430	AT4G20740	0
970	485	ath	2	AT2G19170	AT2G19280	1
971	486	ath	3	AT3G14210	AT3G14330	0
972	486	ath	1	AT1G74400	AT1G74460	1
973	487	ath	3	AT3G09480	AT3G09550	0
974	487	ath	1	AT1G07710	AT1G07790	1
975	488	ath	2	AT2G34990	AT2G35100	0
976	488	ath	3	AT3G03550	AT3G03650	1
977	489	ath	2	AT2G47000	AT2G47170	0
978	489	ath	1	AT1G70490	AT1G70610	1
979	490	ath	2	AT2G28550	AT2G28640	0
980	490	ath	1	AT1G72470	AT1G72570	1
981	491	ath	2	AT2G22350	AT2G22440	0
982	491	ath	1	AT1G26860	AT1G26950	1
983	492	ath	5	AT5G10490	AT5G10600	0
984	492	ath	1	AT1G58200	AT1G58260	1
985	493	ath	4	AT4G18040	AT4G18150	0
986	493	ath	1	AT1G29350	AT1G29550	1
987	494	ath	4	AT4G11280	AT4G11350	0
988	494	ath	1	AT1G01480	AT1G01570	1
989	495	ath	3	AT3G53800	AT3G53850	0
990	495	ath	5	AT5G02060	AT5G02150	1
991	496	ath	3	AT3G51220	AT3G51310	0
992	496	ath	1	AT1G75720	AT1G75850	1
993	497	ath	4	AT4G02195	AT4G02340	0
994	497	ath	3	AT3G05600	AT3G05710	1
995	498	ath	4	AT4G34720	AT4G34760	0
996	498	ath	1	AT1G19830	AT1G19910	1
997	499	ath	4	AT4G14340	AT4G14450	0
998	499	ath	1	AT1G04330	AT1G04440	1
999	500	ath	3	AT3G19100	AT3G19210	0
1000	500	ath	5	AT5G19310	AT5G19360	1
1001	501	ath	3	AT3G23670	AT3G23690	0
1002	501	ath	1	AT1G59540	AT1G59640	1
1003	502	ath	3	AT3G14440	AT3G14600	0
1004	502	ath	1	AT1G29965	AT1G30100	1
1005	503	ath	2	AT2G40150	AT2G40250	0
1006	503	ath	1	AT1G28570	AT1G29050	1
1007	504	ath	2	AT2G22090	AT2G22200	0
1008	504	ath	1	AT1G22190	AT1G22330	1
1009	505	ath	1	AT1G23100	AT1G23205	0
1010	505	ath	1	AT1G14890	AT1G14980	1
1011	506	ath	4	AT4G03890	AT4G04010	0
1012	506	ath	3	AT3G47260	AT3G47330	1
1013	507	ath	4	AT4G36070	AT4G36220	0
1014	507	ath	2	AT2G30360	AT2G30490	1
1015	508	ath	2	AT2G25200	AT2G25340	0
1016	508	ath	5	AT5G11000	AT5G11150	1
1017	509	ath	2	AT2G04135	AT2G04330	0
1018	509	ath	3	AT3G30843	AT3G31410	1
1019	510	ath	5	AT5G35370	AT5G35450	0
1020	510	ath	1	AT1G10920	AT1G11050	1
1021	511	ath	3	AT3G50030	AT3G50230	0
1022	511	ath	5	AT5G43020	AT5G43120	1
1023	512	ath	3	AT3G58590	AT3G58710	0
1024	512	ath	3	AT3G04670	AT3G04750	1
1025	513	ath	2	AT2G14130	AT2G14330	0
1026	513	ath	3	AT3G30440	AT3G30500	1
1027	514	ath	5	AT5G35250	AT5G35360	0
1028	514	ath	1	AT1G35920	AT1G36160	1
1029	515	ath	4	AT4G14050	AT4G14080	0
1030	515	ath	2	AT2G01510	AT2G01630	1
1031	516	ath	2	AT2G14130	AT2G14455	0
1032	516	ath	5	AT5G33410	AT5G34900	1
1033	517	ath	2	AT2G38060	AT2G38240	0
1034	517	ath	3	AT3G46980	AT3G47190	1
1035	518	ath	4	AT4G03690	AT4G04010	0
1036	518	ath	5	AT5G34540	AT5G34900	1
1037	519	ath	3	AT3G30310	AT3G30450	0
1038	519	ath	5	AT5G34895	AT5G34960	1
1039	520	ath	4	AT4G03990	AT4G04130	0
1040	520	ath	3	AT3G30250	AT3G30450	1
1041	521	ath	3	AT3G42110	AT3G42410	0
1042	521	ath	5	AT5G34960	AT5G35260	1
1043	522	ath	3	AT3G24330	AT3G24380	0
1044	522	ath	5	AT5G35646	AT5G35740	1
1045	523	ath	4	AT4G38010	AT4G38170	0
1046	523	ath	1	AT1G10240	AT1G10330	1
1047	524	ath	3	AT3G47320	AT3G47530	0
1048	524	ath	5	AT5G37385	AT5G37570	1
1049	525	ath	3	AT3G60960	AT3G61170	0
1050	525	ath	3	AT3G14580	AT3G14730	1
1051	526	ath	2	AT2G11520	AT2G12480	0
1052	526	ath	5	AT5G42230	AT5G42440	1
1053	527	ath	2	AT2G22090	AT2G22200	0
1054	527	ath	1	AT1G78080	AT1G78260	1
1055	528	ath	3	AT3G46510	AT3G46790	0
1056	528	ath	5	AT5G09800	AT5G09950	1
1057	529	ath	4	AT4G07943	AT4G08200	0
1058	529	ath	5	AT5G28480	AT5G28730	1
1059	530	ath	3	AT3G60270	AT3G60490	0
1060	530	ath	5	AT5G07475	AT5G07580	1
1061	531	ath	3	AT3G19290	AT3G19580	0
1062	531	ath	5	AT5G42910	AT5G43170	1
1063	532	ath	3	AT3G59110	AT3G59440	0
1064	532	ath	1	AT1G66400	AT1G66460	1
1065	533	ath	3	AT3G42190	AT3G42450	0
1066	533	ath	1	AT1G42393	AT1G42460	1
1067	534	ath	4	AT4G11690	AT4G11890	0
1068	534	ath	5	AT5G60900	AT5G60960	1
1069	535	ath	3	AT3G58520	AT3G58700	0
1070	535	ath	5	AT5G45775	AT5G45790	1
1071	536	ath	3	AT3G42190	AT3G42610	0
1072	536	ath	5	AT5G28250	AT5G28484	1
1073	537	ath	2	AT2G31800	AT2G32070	0
1074	537	ath	1	AT1G15920	AT1G16270	1
1075	538	ath	4	AT4G22870	AT4G23070	0
1076	538	ath	5	AT5G07200	AT5G07250	1
1077	539	ath	4	AT4G07410	AT4G07944	0
1078	539	ath	1	AT1G27470	AT1G27800	1
